fbo_id_1,fbo_id_2,raw_address_1,raw_address_2,similarity_score,block_key,house_number_1,house_number_2,high_confidence,locality_match
22821047000239,22821047000227,"T-324,PANCHPARA ROAD,KOL-18,WARD NO-138, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018","W-22/A,KANKHULLY ROAD,KOL-18,WARD NO-139, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018",90.83,pin_700018,,,False,False
22821047000239,22820047000130,"T-324,PANCHPARA ROAD,KOL-18,WARD NO-138, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018","U-8/1,KARBALA ROAD,KOL-18,WARD NO-139, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018",91.15,pin_700018,,,False,False
22821047000227,22820047000130,"W-22/A,KANKHULLY ROAD,KOL-18,WARD NO-139, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018","U-8/1,KARBALA ROAD,KOL-18,WARD NO-139, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018",92.51,pin_700018,,,False,False
22821047000125,12823019001506,"V-93/B, S.A FAROOQUIE ROAD KOLKATA-700018, WARD-139, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018","U-119, S.A FAROOQUE ROAD KOLKATA-700018, WARD-139, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018",91.14,pin_700018,,,False,False
22822047000100,22822047000139,"W-14/A, S A FAROOQUE ROAD, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018","W-11, S.A. FAROOQUIE ROAD, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018",95.0,pin_700018,,,False,False
22822047000100,22821047000276,"W-14/A, S A FAROOQUE ROAD, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018","S 93/A   S.A. FAROOQUIE ROAD, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018",93.53,pin_700018,,,False,False
22822047000100,22824047000202,"W-14/A, S A FAROOQUE ROAD, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018","V-105/A, S. A. FAROOQUIE ROAD, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018",96.08,pin_700018,,,False,False
22818019003127,22818019015851,"S-144/4, HALDER PARA LANE, KOLKATA-18, WARD NO-137, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018","W-61, HAZI RATAN LANE, KOLKATA-700018, WARD NO-139, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018",90.4,pin_700018,,,False,False
22824047000121,22824047000131,"T-173/6MITHATALAW LANE, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018","T-173/6, MITHA TALAW LANE, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018",93.4,pin_700018,,,False,False
12821019002922,12823019001506,"T-100, S.A FAROOQUIE ROAD KOLKATA-700018, WARD-138, BOROUGH-XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018","U-119, S.A FAROOQUE ROAD KOLKATA-700018, WARD-139, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018",91.06,pin_700018,,,False,False
12821019000091,12822019001678,"V-93/3, S.A FAROOQUIE ROAD KOLKATA-700018, WARD-139, BOROUGH-XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018","V-134/2, KARBALA ROAD KOLKATA-700018, WARD-139, BOROUGH-XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018",91.43,pin_700018,,,False,False
12821019000091,12823019001506,"V-93/3, S.A FAROOQUIE ROAD KOLKATA-700018, WARD-139, BOROUGH-XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018","U-119, S.A FAROOQUE ROAD KOLKATA-700018, WARD-139, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018",91.53,pin_700018,,,False,False
12822019001678,12822019002008,"V-134/2, KARBALA ROAD KOLKATA-700018, WARD-139, BOROUGH-XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018","U-131, S.A FAROOQUIE ROAD KOLKATA-700018, WARD-139, BOROUGH-XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018",90.98,pin_700018,,,False,False
12822019002008,12823019001506,"U-131, S.A FAROOQUIE ROAD KOLKATA-700018, WARD-139, BOROUGH-XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018","U-119, S.A FAROOQUE ROAD KOLKATA-700018, WARD-139, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018",93.62,pin_700018,,,False,False
12825019000154,12825019000764,"V-101/4 KARBALA ROAD, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018","W-14 KANKHULLY ROAD, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018",90.8,pin_700018,,,False,False
12825019002599,12824019000749,"T-21/2 JUGIPARA LANE, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018","T-21/A/6, JUGI PARA LANE, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700018",91.67,pin_700018,,,False,False
22820041000022,22821041000828,"5/H/29, BHUKAILAS ROAD, KHIDDIRPORE, BOROUGH- IX, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700023","B/5/2/H/44 BHUKAILASH ROAD, KHIDDERPORE, BOROUGH- IX, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700023",90.18,pin_700023,5,,False,False
22821041000186,22821041000193,"B/10/H/2, MOULANA MD ALI ROAD, WARD NO.78, BOROUGH- IX, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700023","B/13/H/18, MAURBHANJ ROAD, WARD NO-78, BOROUGH- IX, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700023",90.35,pin_700023,78,,False,False
22822041000117,22825041000346,"37 MOMINPORE ROAD, GROUND FLOOR, BOROUGH- IX, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700023","GROUND FLOOR, 23, DENT MISSION ROAD,, BOROUGH- IX, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700023",91.24,pin_700023,37,,False,False
22824041000235,22821041000193,"B/8/3/H/6, MOMINPORE ROAD, WARD NO.78, BOROUGH- IX, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700023","B/13/H/18, MAURBHANJ ROAD, WARD NO-78, BOROUGH- IX, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700023",90.18,pin_700023,78,,False,False
22822041000287,22821041000193,"B/4/2/H/1, MOMINPORE ROAD, WARD NO.78, BOROUGH- IX, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700023","B/13/H/18, MAURBHANJ ROAD, WARD NO-78, BOROUGH- IX, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700023",90.18,pin_700023,78,,False,False
22823041000458,22821041000193,"B/8/3/H/5, MOMINPORE ROAD, WARD NO.78, BOROUGH- IX, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700023","B/13/H/18, MAURBHANJ ROAD, WARD NO-78, BOROUGH- IX, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700023",90.18,pin_700023,78,,False,False
22820047000021,22819047000212,"H-63/1/64,PAHARPUR ROAD,KOL-24,WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","H-31,GARDEN REACH ROAD,KOL-24, WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.6,pin_700024,,,False,False
22820047000021,22821047000123,"H-63/1/64,PAHARPUR ROAD,KOL-24,WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","J-296,PAHARPIR ROAD,KOL-24,WARD NO-133, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",93.91,pin_700024,,,False,False
22820047000021,22821047000118,"H-63/1/64,PAHARPUR ROAD,KOL-24,WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","I-72,RAMESWARPUR ROAD,KOL-24,WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",92.24,pin_700024,,,False,False
22820047000035,22823047000097,"I-61/A, RAMESHWAR PUR ROAD,KOL-24, WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","I-63, RAMESWARPUR ROAD,KOLKATA-700024,WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",91.43,pin_700024,,,False,False
22820047000035,22823047000022,"I-61/A, RAMESHWAR PUR ROAD,KOL-24, WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","I-216/A, PAHARPUR ROAD, WARD NO.135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.04,pin_700024,,135,False,False
22820047000035,22825047000056,"I-61/A, RAMESHWAR PUR ROAD,KOL-24, WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","I-125/A, PAHARPUR ROAD,WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.43,pin_700024,,,False,False
22820047000047,22819047000118,"Q-1,MUDIALY ROAD,KOL-700024,WARD NO-136, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","O-162,MUDIALI ROAD,KOLKATA-700024.WARD NO-136,BOROUGH-XV, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.61,pin_700024,,,False,False
22820047000047,22821047000101,"Q-1,MUDIALY ROAD,KOL-700024,WARD NO-136, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","P-311/A,MUDIALI ROAD,KOL-700024,WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",95.69,pin_700024,,,False,False
22820047000047,22821047000116,"Q-1,MUDIALY ROAD,KOL-700024,WARD NO-136, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","P-283/A/1,MUDIALI ROAD,KOL-24,WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",93.04,pin_700024,,,False,False
22820047000047,22821047000242,"Q-1,MUDIALY ROAD,KOL-700024,WARD NO-136, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","Q-365/A,MUDIALI ROAD,KOLKATA-700024,WARD NO-136, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700002",94.07,pin_700024,,,False,False
22818019002033,22818047000041,"J-305/B, PAHARPUR ROAD, KOLKATA-700024, WARD NO-133, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","I-72, RAMESHWARPUR ROAD, KOLKATA-700024, WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",93.28,pin_700024,,,False,False
22818019001950,22818047000041,"J-296, PAHARPUR ROAD, KOLKATA-700024, WARD NO- 133, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","I-72, RAMESHWARPUR ROAD, KOLKATA-700024, WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",92.06,pin_700024,,,False,False
22820047000060,22820047000111,"G-14/B,DHANKHETI LANE,KOL-24,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","H-117,SHYAMLAL LANE,KOL-24,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",91.23,pin_700024,,,False,False
22820047000060,22820047000132,"G-14/B,DHANKHETI LANE,KOL-24,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","J-112/A,RAMNAGAR LANE,KOL-24,WARD NO-133, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.43,pin_700024,,,False,False
22820047000060,22817019003556,"G-14/B,DHANKHETI LANE,KOL-24,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","G-162,DHANKHETY LANE,KOL-24,WARD NO -134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",92.17,pin_700024,,,False,False
22820047000060,22821047000247,"G-14/B,DHANKHETI LANE,KOL-24,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","G-151/A,DHANKSHETI LANE,KOLKATA-700024,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",94.17,pin_700024,,,False,False
22820047000060,22822047000180,"G-14/B,DHANKHETI LANE,KOL-24,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","G-317,MEHER MANZIL LANE,KOL-24,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.52,pin_700024,,,False,False
22820047000060,22822047000177,"G-14/B,DHANKHETI LANE,KOL-24,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","G-334,MEHER MANZIL LANE,KOL-24,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.52,pin_700024,,,False,False
22820047000060,22822047000047,"G-14/B,DHANKHETI LANE,KOL-24,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","G-228/4,BATTIKAL LANE,KOL-24,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",92.17,pin_700024,,,False,False
22820047000060,22822047000175,"G-14/B,DHANKHETI LANE,KOL-24,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","G-340,MEHER MANZIL LANE,KOL-24,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.52,pin_700024,,,False,False
22820047000060,22817019001860,"G-14/B,DHANKHETI LANE,KOL-24,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","H-1/1/A,SHYAM LAL LANE,KOL-24,WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.04,pin_700024,,,False,False
22820047000060,22821047000310,"G-14/B,DHANKHETI LANE,KOL-24,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","G-161,DHANKSHETI LANE,KOLKATA-700024,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",94.12,pin_700024,,,False,False
22820047000066,22818047000041,"J-296, PAHARPUR ROAD, GARDEN REACH KOLKATA-700024, WARD NO-133, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","I-72, RAMESHWARPUR ROAD, KOLKATA-700024, WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.15,pin_700024,,,False,False
22818019012395,22818047000041,"J-305/B, PAHARPUR ROAD, KOLKATA-700024, WARD NO- 133, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","I-72, RAMESHWARPUR ROAD, KOLKATA-700024, WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.55,pin_700024,,,False,False
22818047000017,22818047000041,"J-463, PAHARPUR ROAD, KOLKATA-700024, WARD NO-133, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","I-72, RAMESHWARPUR ROAD, KOLKATA-700024, WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",94.02,pin_700024,,,False,False
22818047000017,22818019003728,"J-463, PAHARPUR ROAD, KOLKATA-700024, WARD NO-133, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","I-1, GARDEN REACH ROAD, KOLKATA-700024, WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.4,pin_700024,,,False,False
22818047000017,22818019006344,"J-463, PAHARPUR ROAD, KOLKATA-700024, WARD NO-133, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","P-263/B, RAMESHWARPUR ROAD, KOLKATA-700024, WARD NO-135, BOROUGH- I, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.12,pin_700024,,,False,False
22820047000111,22820047000132,"H-117,SHYAMLAL LANE,KOL-24,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","J-112/A,RAMNAGAR LANE,KOL-24,WARD NO-133, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",92.11,pin_700024,,,False,False
22820047000111,22822047000180,"H-117,SHYAMLAL LANE,KOL-24,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","G-317,MEHER MANZIL LANE,KOL-24,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.43,pin_700024,,,False,False
22820047000111,22822047000047,"H-117,SHYAMLAL LANE,KOL-24,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","G-228/4,BATTIKAL LANE,KOL-24,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",91.23,pin_700024,,,False,False
22820047000111,22817019001860,"H-117,SHYAMLAL LANE,KOL-24,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","H-1/1/A,SHYAM LAL LANE,KOL-24,WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",94.32,pin_700024,,,False,False
22820047000108,22825047000107,"Q-4 S.A FAROOQUE ROAD WARD NO-136, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","Q-564, S.A. FAROOQUIE ROAD,WARD NO-137, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",92.31,pin_700024,,,False,False
22820047000108,22825047000142,"Q-4 S.A FAROOQUE ROAD WARD NO-136, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","R-133 S.A. FAROOQUIE ROAD, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",91.35,pin_700024,,,False,False
22820047000108,22825047000154,"Q-4 S.A FAROOQUE ROAD WARD NO-136, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","Q-561, S.A. FAROOQUIE ROAD,WARD NO-139, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",91.4,pin_700024,,,False,False
22820047000108,22822047000008,"Q-4 S.A FAROOQUE ROAD WARD NO-136, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","Q-562/A, S.A FAROOQUIE ROAD, WARD : 139, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.09,pin_700024,,,False,False
22820047000108,22825047000094,"Q-4 S.A FAROOQUE ROAD WARD NO-136, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","Q-569/A, S.A. FAROOQUIE ROAD,WARD NO-139, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.58,pin_700024,,,False,False
22820047000108,22822047000045,"Q-4 S.A FAROOQUE ROAD WARD NO-136, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","Q-48 S A FAROOQUIE ROAD, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.29,pin_700024,,,False,False
22820047000108,22825047000073,"Q-4 S.A FAROOQUE ROAD WARD NO-136, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","Q-636/A, S.A. FAROOQUIE ROAD,WARD NO-139, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.58,pin_700024,,,False,False
22820047000108,22826047000108,"Q-4 S.A FAROOQUE ROAD WARD NO-136, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","R-142, S.A. FAROOQUIE ROAD WARD -137, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",91.32,pin_700024,,,False,False
22820047000132,22822047000047,"J-112/A,RAMNAGAR LANE,KOL-24,WARD NO-133, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","G-228/4,BATTIKAL LANE,KOL-24,WARD NO-134, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.43,pin_700024,,,False,False
22820047000132,22817019001860,"J-112/A,RAMNAGAR LANE,KOL-24,WARD NO-133, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","H-1/1/A,SHYAM LAL LANE,KOL-24,WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",91.77,pin_700024,,,False,False
22819047000118,22822047000164,"O-162,MUDIALI ROAD,KOLKATA-700024.WARD NO-136,BOROUGH-XV, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","Q-232,MUDIALY ROAD,KOLKATA-700024,WARD NO-136, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",91.63,pin_700024,,,False,False
22819047000118,22823047000107,"O-162,MUDIALI ROAD,KOLKATA-700024.WARD NO-136,BOROUGH-XV, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","Q-330,MUDIALY ROAD,KOLKATA-700024,WARD NO-136, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.84,pin_700024,,,False,False
22819047000118,22822047000012,"O-162,MUDIALI ROAD,KOLKATA-700024.WARD NO-136,BOROUGH-XV, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","Q-374/A,MUDIALY ROAD,KOLKATA-700024,WARD NO-136, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.12,pin_700024,,,False,False
22820047000148,22820047000120,"Q-439/A, SANTOSHPUR ROAD, WARD NO. 136, KOLKATA 700024, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","Q-411/2A/1, SANTOSH PUR ROAD, KOLKATA 700024, WARD NO-136, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.42,pin_700024,136,,False,False
22820047000155,22823047000087,"Q-319/1,UMESH NEOGY ROAD KOLKATA-700024, WARD-136, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","N-110, PAHARPUR ROAD KOLKATA-700024, WARD-133, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.16,pin_700024,,,False,False
22820047000155,22820047000137,"Q-319/1,UMESH NEOGY ROAD KOLKATA-700024, WARD-136, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","Q-1, MUDIALY ROAD KOLKATA-700024, WARD-136, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.46,pin_700024,,,False,False
22820047000169,22821047000169,"P-228, RAMESHWARPUR ROAD, GARDEN REACH, KOLKATA-700024, KMC WARD-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","P-213/2, RAMSWARPUR ROAD WARD-135 KOLKATA-700024, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.23,pin_700024,,,False,False
22820047000173,22821047000123,"J-147/B,PAHARPUR ROAD,KOL-24,WARD NO-133, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","J-296,PAHARPIR ROAD,KOL-24,WARD NO-133, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",95.61,pin_700024,,,False,False
22820047000173,22821047000118,"J-147/B,PAHARPUR ROAD,KOL-24,WARD NO-133, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","I-72,RAMESWARPUR ROAD,KOL-24,WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",93.04,pin_700024,,,False,False
22818047000127,22816019000746,"N-3, FATHEPUR 1ST LANE, KOL-24,WARD NO-133, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","N 5/1, FATEHPUR 1ST LANE, KOL-24,WARD NO-133, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",95.76,pin_700024,,,False,False
22819047000212,22820047000109,"H-31,GARDEN REACH ROAD,KOL-24, WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024","I-189,PAHARPUR ROAD,KOL-24,WARD NO-135, BOROUGH- XV, KOLKATA  MUNICIPAL CORPORATION, Kolkata, West Bengal - 700024",90.43,pin_700024,,,False,False
